# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os10g0116650	10	1067115	1070159	+	3045	0	0	0	0	0	0
Os10g0116701	10	1068933	1070239	-	1307	0	0	0	0	0	0
Os10g0116800	10	1082947	1084984	+	2038	25	67	27	14	6	5
Os10g0116900	10	1085228	1089511	-	4284	630	770	583	407	424	406
Os10g0117000	10	1092968	1096873	-	3906	38	41	38	16	21	16
Os10g0117400	10	1115152	1115715	+	564	0	0	0	0	0	0
Os10g0117800	10	1126728	1131484	+	4757	54	51	57	10	25	40
Os10g0118000	10	1139929	1141433	-	1505	0	0	0	0	0	0
Os10g0118100	10	1160415	1163436	+	3022	0	0	0	0	0	0
Os10g0118200	10	1162917	1164483	-	1567	21	13	13	3	4	1
Os10g0118800	10	1189829	1190703	-	875	329	397	342	232	239	305
Os10g0118900	10	1193347	1194794	-	1448	3746	3651	2707	1747	1988	2588
Os10g0119100	10	1215204	1215803	+	600	13	5	16	0	3	6
Os10g0119300	10	1234067	1241670	+	7604	707	722	614	537	531	446
Os10g0120300	10	1308447	1310945	+	2499	4	9	10	1	0	9
Os10g0121300	10	1355357	1356458	+	1102	0	0	0	0	0	0
Os10g0122000	10	1405692	1407206	+	1515	24	35	29	21	5	10
Os10g0122100	10	1412002	1412362	-	361	0	0	0	0	0	0
Os10g0122200	10	1431097	1432420	-	1324	0	0	0	0	0	0
Os10g0122300	10	1431142	1432407	+	1266	0	0	0	0	0	0
Os10g0122500	10	1444042	1445310	+	1269	0	0	0	0	0	0
Os10g0122400	10	1444042	1445372	-	1331	0	0	0	0	0	0
Os10g0122600	10	1447351	1451372	-	4022	149	155	111	48	56	60
Os10g0122701	10	1458084	1459409	+	1326	22	9	7	7	7	26
Os10g0123200	10	1479530	1481991	+	2462	33	18	19	8	29	20
Os10g0123350	10	1498638	1498722	+	85	0	0	0	0	0	0
ENSRNA049468702	10	1516784	1516886	+	103	0	0	0	0	0	0
Os10g0123900	10	1525512	1526367	-	856	0	0	0	0	0	0
Os10g0124000	10	1530563	1532176	+	1614	239	259	371	126	182	118
Os10g0124100	10	1532800	1536184	+	3385	510	622	279	246	236	321
Os10g0124150	10	1534242	1536004	-	1763	0	0	0	0	0	0
Os10g0124200	10	1539462	1540349	+	888	1	0	3	3	6	0
Os10g0124400	10	1545297	1548037	-	2741	10	15	7	3	10	1
Os10g0124500	10	1556778	1559803	+	3026	20	15	18	1	1	4
Os10g0124700	10	1562608	1565335	-	2728	27	26	27	39	20	11
Os10g0124900	10	1591068	1594054	+	2987	0	0	0	0	0	0
Os10g0125300	10	1622224	1625009	-	2786	43	47	20	16	26	28
Os10g0125600	10	1642417	1646902	-	4486	0	1	2	0	6	0
Os10g0125700	10	1642565	1646770	+	4206	0	0	0	0	0	0
Os10g0126000	10	1656688	1659249	-	2562	454	348	436	248	318	338
Os10g0126100	10	1667698	1669820	-	2123	0	0	0	0	0	0
Os10g0126500	10	1681092	1684225	-	3134	28	9	14	13	24	13
Os10g0126600	10	1688331	1691224	-	2894	31	17	6	16	23	11
Os10g0126700	10	1694920	1697854	-	2935	14	12	8	13	1	11
Os10g0126800	10	1700332	1702953	-	2622	3	0	0	0	0	1
Os10g0127000	10	1711433	1713322	-	1890	50	76	58	29	31	29
Os10g0127350	10	1726495	1727783	+	1289	0	0	0	0	0	0
Os10g0127700	10	1729343	1740063	-	10721	1591	1539	1380	988	1094	1060
Os10g0127900	10	1743579	1752159	-	8581	436	336	506	360	405	511
Os10g0128200	10	1755462	1757886	-	2425	157	229	154	66	87	85
Os10g0128300	10	1766346	1767221	+	876	0	0	0	0	0	0
Os10g0128400	10	1768446	1771280	+	2835	0	4	0	0	0	0
Os10g0128502	10	1769240	1769889	+	650	0	0	0	0	0	0
Os10g0128600	10	1774786	1777638	-	2853	19	26	45	8	23	27
Os10g0128700	10	1778491	1779210	+	720	0	0	0	0	0	0
Os10g0128900	10	1783118	1783977	+	860	0	0	0	0	0	0
Os10g0129100	10	1785224	1788076	-	2853	14	3	15	3	5	9
Os10g0129200	10	1792146	1793090	+	945	0	0	0	0	0	0
Os10g0129732	10	1820226	1820555	+	330	0	0	0	0	0	0
Os10g0130000	10	1829318	1834901	-	5584	0	0	0	0	0	0
Os10g0130066	10	1829368	1830416	+	1049	0	0	0	0	0	0
Os10g0130132	10	1833729	1834740	+	1012	0	0	0	0	0	0
Os10g0130200	10	1838774	1839900	+	1127	1	4	0	0	0	1
Os10g0130300	10	1841752	1842853	+	1102	0	0	0	0	0	0
Os10g0130500	10	1858233	1866072	+	7840	0	0	6	0	1	1
Os10g0130600	10	1871104	1875535	-	4432	19	2	5	5	4	7
Os10g0130701	10	1884637	1887750	+	3114	71	80	40	29	55	15
Os10g0130800	10	1890053	1893891	-	3839	42	59	72	16	15	18
Os10g0130900	10	1897742	1902389	-	4648	0	0	0	0	0	0
Os10g0131000	10	1897769	1902437	+	4669	0	0	0	0	0	0
Os10g0131100	10	1905537	1909360	-	3824	60	41	29	24	8	27
Os10g0131200	10	1913330	1915825	+	2496	0	1	0	1	1	0
Os10g0131500	10	1932725	1933882	-	1158	0	0	0	0	0	0
Os10g0131550	10	1938498	1939110	-	613	0	0	0	0	0	0
Os10g0131701	10	1942283	1944242	-	1960	9	8	16	6	3	7
Os10g0131750	10	1948311	1949064	+	754	0	0	0	0	0	0
Os10g0131800	10	1949425	1956931	-	7507	169	114	170	78	61	105
Os10g0131850	10	1952613	1953401	+	789	0	0	0	0	0	0
Os10g0132300	10	1998837	1999759	-	923	132	58	79	27	34	40
Os10g0132400	10	2010999	2011880	+	882	107	133	148	94	89	118
Os10g0132500	10	2018904	2026611	+	7708	42	37	84	15	17	25
Os10g0132700	10	2044042	2057059	+	13018	137	213	129	75	76	114
Os10g0132800	10	2051436	2053215	+	1780	0	0	0	0	0	0
Os10g0132901	10	2055209	2058134	-	2926	31	42	9	13	21	34
Os10g0133000	10	2057710	2058225	+	516	3	6	3	5	10	11
Os10g0133100	10	2059421	2060817	-	1397	10	18	10	19	20	11
Os10g0133133	10	2062346	2063920	+	1575	0	0	0	0	0	0
Os10g0133166	10	2062493	2064004	-	1512	0	0	0	0	0	0
Os10g0133500	10	2087427	2091932	+	4506	8	0	25	5	7	4
Os10g0133600	10	2099188	2099823	-	636	2	0	0	0	3	5
Os10g0133800	10	2107756	2109186	-	1431	0	0	0	0	0	0
Os10g0134033	10	2118909	2123738	+	4830	3	4	0	0	0	3
Os10g0134266	10	2136277	2136771	+	495	0	0	0	0	0	0
Os10g0134500	10	2143418	2148422	+	5005	11	11	9	4	1	9
Os10g0134250	10	2144516	2148447	-	3932	0	0	0	0	0	0
Os10g0134700	10	2151190	2152784	+	1595	9	2	9	2	4	4
Os10g0134800	10	2157966	2159377	+	1412	0	0	0	0	0	0
Os10g0134900	10	2163122	2164565	+	1444	0	0	0	0	0	0
Os10g0135100	10	2169099	2170542	+	1444	11	18	31	0	8	3
Os10g0135200	10	2178841	2183095	-	4255	246	251	231	170	162	216
Os10g0135250	10	2185064	2189599	-	4536	0	0	0	0	0	0
Os10g0135300	10	2185292	2188535	+	3244	0	0	0	0	0	0
Os10g0135400	10	2192056	2194420	+	2365	209	134	164	83	81	83
Os10g0135500	10	2196559	2198967	+	2409	61	52	43	70	48	55
Os10g0135600	10	2201512	2206735	+	5224	251	305	173	287	222	183
Os10g0135650	10	2208448	2209029	-	582	0	0	0	0	0	0
Os10g0135700	10	2211559	2212224	-	666	0	0	0	0	0	0
Os10g0135833	10	2220029	2222124	+	2096	0	0	0	0	0	0
Os10g0136100	10	2226411	2231401	-	4991	0	0	0	0	0	0
Os10g0136150	10	2239218	2242139	-	2922	18	8	12	10	2	2
Os10g0136200	10	2243002	2245973	-	2972	4	7	7	8	9	1
Os10g0136400	10	2249407	2252236	-	2830	0	0	0	0	0	1
Os10g0136450	10	2252781	2257370	+	4590	2	0	23	1	6	7
Os10g0136500	10	2257492	2262619	+	5128	0	0	0	0	0	0
Os10g0136625	10	2257622	2262486	-	4865	0	0	0	0	0	0
Os10g0136800	10	2283674	2294325	+	10652	13	11	46	16	2	1
Os10g0136900	10	2291857	2292441	-	585	0	0	0	0	0	0
Os10g0136950	10	2291931	2293020	+	1090	0	0	0	0	0	0
Os10g0137000	10	2296706	2300715	-	4010	70	88	69	69	47	45
Os10g0137100	10	2312880	2313661	+	782	0	0	0	0	0	0
Os10g0137300	10	2317204	2317845	+	642	0	6	0	0	4	2
Os10g0137700	10	2337370	2340164	-	2795	122	178	184	55	64	106
Os10g0138000	10	2350665	2354534	-	3870	0	0	0	0	0	0
Os10g0138100	10	2358853	2368717	+	9865	1321	1535	1141	404	546	599
Os10g0138150	10	2362518	2363430	-	913	0	0	0	0	0	0
Os10g0138300	10	2374615	2378634	+	4020	84	151	165	13	41	61
Os10g0138600	10	2386145	2387780	+	1636	226	364	246	243	320	341
Os10g0139300	10	2422073	2426565	-	4493	133	173	159	124	175	116
Os10g0139500	10	2438829	2440205	+	1377	57	29	35	28	23	18
Os10g0139600	10	2445678	2447981	+	2304	6	8	8	0	14	12
Os10g0139700	10	2453934	2455722	-	1789	11	13	13	0	3	1
Os10g0140200	10	2477209	2489739	+	12531	1085	1181	1133	503	653	655
Os10g0140300	10	2492588	2496864	+	4277	0	0	0	0	0	0
Os10g0140700	10	2507002	2508368	+	1367	36	47	34	3	2	17
Os10g0140900	10	2510775	2511357	+	583	0	0	0	0	0	0
Os10g0141050	10	2517938	2519418	-	1481	0	0	0	0	0	0
Os10g0141200	10	2517965	2520206	+	2242	1	0	0	0	2	0
Os10g0141300	10	2523971	2524453	+	483	0	0	0	0	0	0
Os10g0141400	10	2528896	2531384	-	2489	0	0	0	0	1	0
Os10g0141500	10	2542985	2544603	+	1619	0	0	0	0	1	0
Os10g0141600	10	2549382	2551501	+	2120	50	71	103	91	43	48
Os10g0141700	10	2553979	2557419	+	3441	497	558	550	443	425	409
Os10g0141900	10	2558842	2564272	+	5431	204	291	307	132	187	177
Os10g0142100	10	2567515	2572053	+	4539	1070	1196	950	699	888	764
Os10g0142301	10	2572703	2573795	+	1093	0	0	0	0	0	0
Os10g0142500	10	2587372	2588664	+	1293	39	38	23	34	36	43
Os10g0142600	10	2594665	2596299	+	1635	0	0	0	0	0	0
Os10g0142700	10	2594713	2596911	-	2199	24	15	8	17	26	8
Os10g0142900	10	2614802	2618660	+	3859	5	0	1	0	0	0
Os10g0143200	10	2619498	2619929	+	432	0	5	0	0	0	0
Os10g0143500	10	2632829	2633427	+	599	33	39	41	34	32	44
Os10g0143800	10	2652631	2659894	+	7264	4	1	8	0	2	0
Os10g0143866	10	2662311	2665288	+	2978	0	0	0	0	0	0
Os10g0143932	10	2662380	2664228	-	1849	0	0	0	0	0	0
Os10g0144000	10	2667065	2667466	+	402	0	0	0	0	0	0
Os10g0144700	10	2709163	2711992	-	2830	0	0	0	1	0	0
Os10g0144800	10	2715875	2718897	-	3023	16	50	82	13	29	33
Os10g0145000	10	2731736	2734309	-	2574	14	8	20	13	11	9
Os10g0145100	10	2737043	2741865	-	4823	62	85	82	61	48	47
Os10g0145200	10	2743360	2748402	-	5043	44	47	54	42	49	29
Os10g0146200	10	2794635	2796332	-	1698	29	47	46	8	12	15
Os10g0146601	10	2795561	2796325	+	765	0	0	0	0	0	0
Os10g0146901	10	2829208	2830058	-	851	3	4	3	6	1	0
Os10g0147200	10	2829929	2831150	+	1222	6	11	17	0	4	1
Os10g0147250	10	2837355	2839946	+	2592	24	23	15	3	4	0
Os10g0147300	10	2843303	2845284	+	1982	214	223	235	246	252	167
Os10g0147400	10	2849620	2855809	-	6190	12	4	4	3	11	7
Os10g0147566	10	2850079	2855639	+	5561	0	0	0	0	0	0
Os10g0147900	10	2885294	2889781	-	4488	206	265	279	175	206	170
Os10g0148000	10	2885469	2886579	+	1111	0	0	0	0	0	0
Os10g0148100	10	2897688	2899059	-	1372	568	957	749	132	34	217
Os10g0148400	10	2912901	2914656	-	1756	12	19	27	0	14	42
Os10g0148700	10	2921766	2923678	-	1913	0	0	0	0	0	0
Os10g0148800	10	2925418	2934130	-	8713	460	504	429	296	319	314
Os10g0149000	10	2942140	2942901	-	762	0	0	0	0	0	0
Os10g0149100	10	2950257	2951031	-	775	0	0	0	0	0	0
Os10g0149200	10	2958892	2960029	-	1138	0	0	0	0	0	0
Os10g0149400	10	2966920	2967640	-	721	0	0	0	0	1	0
Os10g0149700	10	2978422	2981505	+	3084	1	0	0	0	0	0
Os10g0149800	10	2981620	2982619	-	1000	0	0	2	0	4	0
Os10g0150000	10	2991341	2992012	+	672	6	0	0	0	0	1
Os10g0150200	10	2995427	2998062	+	2636	63	93	104	50	42	55
Os10g0150300	10	2999345	3001254	-	1910	0	0	0	0	0	0
Os10g0150400	10	3012860	3013949	-	1090	64	125	133	1	6	21
Os10g0150600	10	3016889	3018047	+	1159	0	0	0	0	0	0
Os10g0150700	10	3020705	3022087	+	1383	47	41	49	0	9	11
Os10g0150800	10	3031619	3032661	+	1043	35	49	58	2	0	11
ENSRNA049468640	10	3044069	3044182	+	114	0	0	0	0	0	0
Os10g0151100	10	3060912	3065547	+	4636	0	0	0	0	0	0
Os10g0151233	10	3060979	3065460	-	4482	0	0	0	0	0	0
Os10g0151366	10	3067894	3071847	-	3954	6	13	24	0	7	6
Os10g0151500	10	3090572	3097445	+	6874	0	0	0	0	0	0
Os10g0151650	10	3090604	3097280	-	6677	0	0	0	0	0	0
Os10g0151800	10	3113841	3118873	-	5033	1320	1366	1122	1206	1080	895
Os10g0152000	10	3122019	3127181	-	5163	0	0	0	0	0	0
Os10g0152400	10	3122025	3127180	+	5156	0	0	0	0	0	0
Os10g0152801	10	3133335	3134728	+	1394	0	0	0	0	0	0
Os10g0153900	10	3341675	3342916	+	1242	44	26	35	62	44	28
Os10g0154000	10	3358062	3360552	-	2491	1225	1174	1429	958	887	829
Os10g0154200	10	3374000	3374881	+	882	8	6	4	1	2	6
Os10g0154401	10	3386285	3389784	-	3500	19	42	30	1	5	21
Os10g0154500	10	3393943	3394920	-	978	23	25	34	14	19	14
Os10g0154533	10	3397799	3398404	-	606	0	0	0	0	0	0
Os10g0154566	10	3403423	3404719	+	1297	9	30	2	12	7	9
Os10g0154600	10	3428231	3432416	+	4186	511	574	518	335	302	317
Os10g0154700	10	3438474	3439397	+	924	27	49	46	22	5	8
Os10g0154900	10	3446108	3446808	+	701	0	0	0	0	0	0
Os10g0155100	10	3462828	3464263	+	1436	3	4	0	0	8	2
Os10g0155200	10	3464548	3464901	-	354	127	145	156	39	61	87
Os10g0155300	10	3468006	3469312	+	1307	125	137	159	49	107	70
Os10g0155400	10	3472050	3475176	+	3127	168	111	152	50	61	66
Os10g0155450	10	3472145	3473747	-	1603	0	0	0	0	0	0
Os10g0155500	10	3475597	3478195	-	2599	1534	1635	1668	953	1021	918
Os10g0155600	10	3500868	3501538	-	671	1	7	0	9	3	3
Os10g0155700	10	3501258	3504118	+	2861	157	156	81	211	170	132
Os10g0155800	10	3516023	3518646	+	2624	50	35	18	45	28	27
Os10g0155900	10	3525791	3526410	-	620	0	0	0	0	0	0
Os10g0156200	10	3538288	3538890	+	603	47	64	30	51	78	41
Os10g0156300	10	3541288	3541727	+	440	0	3	2	1	1	3
Os10g0156800	10	3587533	3588261	+	729	0	0	0	0	0	0
Os10g0157200	10	3611964	3613259	+	1296	0	0	0	0	0	0
Os10g0157300	10	3617680	3618134	+	455	0	0	0	0	0	0
Os10g0157400	10	3620315	3621603	-	1289	3	2	2	5	7	4
Os10g0158000	10	3651182	3653501	+	2320	7	2	10	6	15	2
Os10g0158400	10	3696797	3698817	+	2021	0	0	0	0	0	0
Os10g0158475	10	3697742	3698655	-	914	0	0	0	0	0	0
Os10g0158550	10	3712160	3712439	+	280	0	0	0	0	0	0
Os10g0158625	10	3716418	3717249	+	832	0	0	0	0	0	0
Os10g0158700	10	3727965	3730348	+	2384	73	38	64	18	68	42
Os10g0159033	10	3741004	3743910	-	2907	8	6	8	2	4	3
Os10g0159167	10	3750178	3752622	-	2445	8	6	0	4	5	7
Os10g0159300	10	3753397	3757307	-	3911	429	396	508	195	262	204
Os10g0159600	10	3779650	3781617	-	1968	42	15	58	4	3	0
Os10g0159700	10	3785717	3787397	-	1681	7	0	21	0	0	0
Os10g0159800	10	3793940	3803819	-	9880	122	155	201	56	56	66
Os10g0160000	10	3831561	3841402	-	9842	2890	3244	2146	2053	1936	2235
Os10g0160100	10	3849207	3851647	-	2441	24	5	22	11	0	9
Os10g0160600	10	3868240	3871256	+	3017	7	12	15	1	5	9
Os10g0160700	10	3891913	3892400	-	488	0	2	0	0	0	0
Os10g0161100	10	3897383	3900243	-	2861	1	1	0	0	2	2
Os10g0161400	10	3908198	3912557	-	4360	1	1	1	2	2	1
Os10g0161550	10	3930492	3932306	-	1815	0	0	0	0	0	0
Os10g0161625	10	3931336	3932316	+	981	0	0	0	0	0	0
Os10g0161700	10	3932962	3935843	+	2882	79	104	74	47	61	57
Os10g0161800	10	3941433	3941895	-	463	733	711	678	550	595	561
Os10g0162100	10	3949483	3950042	-	560	400	397	619	346	366	254
ENSRNA049468744	10	3961362	3961485	+	124	0	0	0	0	0	0
Os10g0162300	10	3967320	3968592	-	1273	41	36	44	48	37	26
Os10g0162400	10	3979229	3983411	+	4183	863	878	1023	252	307	386
Os10g0162500	10	3984181	3984588	-	408	27	20	38	14	16	7
Os10g0162600	10	3991788	3993428	-	1641	89	108	93	48	45	36
ENSRNA049468596	10	4000910	4000974	-	65	0	0	0	0	0	0
Os10g0162832	10	4023633	4029902	+	6270	52	63	88	39	60	40
Os10g0162834	10	4034799	4038082	-	3284	181	186	165	124	83	116
Os10g0162836	10	4050820	4051634	-	815	0	0	0	0	0	0
Os10g0162838	10	4051304	4055581	+	4278	0	0	0	4	0	0
Os10g0162840	10	4053856	4055719	-	1864	0	0	0	0	0	0
Os10g0162842	10	4075770	4081525	+	5756	0	0	0	0	0	0
Os10g0162844	10	4080175	4081731	-	1557	0	0	0	0	0	0
Os10g0162846	10	4094841	4096997	+	2157	0	0	0	2	0	0
Os10g0162848	10	4121439	4121723	-	285	127	70	96	66	103	67
Os10g0162852	10	4164856	4165140	-	285	122	70	94	66	103	65
Os10g0162854	10	4210534	4213870	+	3337	1	0	0	0	0	0
Os10g0162856	10	4226902	4229142	+	2241	0	0	0	0	0	0
Os10g0162980	10	4251360	4253026	+	1667	0	0	0	2	0	0
Os10g0163040	10	4262515	4266433	+	3919	84	149	59	41	54	50
Os10g0163100	10	4281031	4286574	-	5544	247	246	112	169	202	178
Os10g0163130	10	4290772	4294905	-	4134	152	153	318	8	32	43
Os10g0163190	10	4316084	4316670	-	587	0	0	0	0	0	0
Os10g0163220	10	4317272	4318066	+	795	0	0	0	0	0	0
Os10g0163250	10	4322936	4323972	-	1037	0	0	3	2	0	0
Os10g0163290	10	4326615	4329302	+	2688	0	0	0	0	0	0
Os10g0163300	10	4326654	4332934	-	6281	0	0	0	0	0	0
Os10g0163310	10	4338836	4340390	-	1555	136	144	154	208	185	138
Os10g0163340	10	4343603	4345509	-	1907	11	0	3	0	0	0
Os10g0163370	10	4346870	4348360	-	1491	0	0	0	0	0	0
Os10g0164001	10	4407574	4408531	-	958	0	0	0	0	0	0
Os10g0164500	10	4445399	4466927	+	21529	0	0	0	0	0	0
Os10g0165000	10	4478088	4479888	+	1801	0	0	0	0	0	0
Os10g0165300	10	4497746	4503667	+	5922	0	0	0	0	0	0
Os10g0165400	10	4509071	4509912	-	842	183	167	246	207	132	211
Os10g0166300	10	4581753	4582577	-	825	0	0	0	0	0	0
Os10g0166600	10	4599943	4602849	+	2907	42	44	61	75	91	94
Os10g0167200	10	4629337	4630248	+	912	24	19	23	17	17	19
Os10g0167250	10	4635054	4636133	+	1080	174	124	108	130	50	49
Os10g0167300	10	4639798	4644295	-	4498	7614	10827	10523	3894	4547	4554
Os10g0167401	10	4641785	4642197	+	413	0	0	0	0	0	0
Os10g0167500	10	4655656	4659276	+	3621	396	477	373	300	274	287
Os10g0167600	10	4663188	4667087	-	3900	487	440	471	420	470	457
Os10g0167700	10	4671330	4673976	+	2647	204	213	177	122	97	127
Os10g0167900	10	4680861	4682894	+	2034	0	0	0	0	0	0
Os10g0168000	10	4681868	4682787	-	920	0	0	0	0	0	0
Os10g0168200	10	4700780	4701692	-	913	0	0	0	0	0	0
Os10g0168300	10	4700928	4701808	+	881	0	0	0	0	0	0
Os10g0168500	10	4709184	4726168	+	16985	0	0	0	0	0	0
Os10g0168550	10	4712692	4713034	+	343	0	0	0	0	0	0
Os10g0168751	10	4743725	4744277	-	553	0	0	0	0	0	0
Os10g0168900	10	4744350	4747440	+	3091	77	59	61	43	17	45
Os10g0169200	10	4757655	4758145	+	491	122	87	83	109	107	97
ENSRNA049468709	10	4762452	4762610	+	159	1	9	10	1	5	1
ENSRNA049468722	10	4762677	4762770	+	94	2	0	0	0	2	0
Os10g0169800	10	4783249	4788696	+	5448	970	1079	971	596	650	635
Os10g0169900	10	4790746	4792580	-	1835	4	0	0	0	0	0
Os10g0170000	10	4800486	4808319	+	7834	447	439	516	271	285	251
Os10g0170200	10	4832054	4835031	+	2978	2038	2667	2565	1270	1605	1373
Os10g0170300	10	4835906	4842231	+	6326	279	184	125	109	115	94
Os10g0170501	10	4848139	4849125	-	987	0	0	0	0	0	0
Os10g0171300	10	4914321	4915824	-	1504	0	0	0	0	0	0
Os10g0171500	10	4929261	4931157	-	1897	1	0	0	5	0	1
Os10g0172000	10	4946821	4948377	-	1557	0	0	0	0	0	0
Os10g0172100	10	4946876	4950594	+	3719	0	0	0	0	0	0
Os10g0172600	10	4966210	4969540	+	3331	0	0	0	0	0	0
Os10g0173000	10	4994500	4995160	-	661	43	67	53	145	88	94
Os10g0173800	10	5055323	5055736	-	414	0	0	0	0	0	0
Os10g0174548	10	5157636	5164933	-	7298	0	0	0	0	0	0
Os10g0174624	10	5157772	5164219	+	6448	0	0	0	0	0	0
Os10g0174751	10	5198971	5204584	+	5614	0	0	0	0	0	0
Os10g0174800	10	5201057	5203914	-	2858	0	0	0	0	0	0
Os10g0175066	10	5217650	5218006	+	357	0	0	0	0	0	0
Os10g0175500	10	5236268	5237084	+	817	0	0	0	0	0	0
Os10g0175700	10	5237690	5245182	-	7493	6	1	0	6	3	5
Os10g0175800	10	5247357	5248013	+	657	1	0	0	0	6	0
Os10g0176300	10	5278190	5278771	+	582	0	0	0	0	0	0
Os10g0176550	10	5287364	5287771	+	408	0	0	0	1	0	0
Os10g0176700	10	5288765	5290390	+	1626	23	17	22	1	10	9
Os10g0176800	10	5290779	5290829	-	51	0	0	0	0	0	0
Os10g0176900	10	5291238	5291301	+	64	0	0	0	0	0	0
Os10g0177200	10	5325563	5329971	-	4409	3393	3726	1899	8477	6820	5399
Os10g0177300	10	5334799	5336178	-	1380	0	0	0	0	0	0
Os10g0177400	10	5341017	5346935	-	5919	128	97	177	23	62	34
Os10g0178000	10	5369238	5369624	+	387	1	0	0	7	6	3
Os10g0178101	10	5373153	5376610	-	3458	3	23	24	4	5	4
Os10g0178200	10	5379744	5380722	+	979	400	468	438	399	328	380
Os10g0178500	10	5412580	5414295	+	1716	299	288	264	231	236	199
Os10g0178800	10	5442144	5449074	-	6931	0	0	0	0	0	0
Os10g0179000	10	5442401	5444221	+	1821	0	0	0	0	0	0
Os10g0179200	10	5460924	5467233	-	6310	0	0	0	0	0	0
Os10g0180000	10	5487011	5490446	-	3436	791	785	730	276	250	282
Os10g0180600	10	5534158	5538706	+	4549	0	0	0	0	0	0
Os10g0180800	10	5539743	5544578	-	4836	0	0	0	0	0	0
Os10g0181100	10	5568825	5569924	-	1100	0	0	0	0	0	0
Os10g0181200	10	5577475	5586604	-	9130	30	18	18	21	5	25
Os10g0181333	10	5577718	5586583	+	8866	0	0	0	0	0	0
Os10g0181600	10	5592943	5595558	+	2616	274	231	321	84	117	134
Os10g0181700	10	5595755	5610443	-	14689	44	63	88	56	40	84
Os10g0181800	10	5597650	5610362	+	12713	0	0	0	0	0	0
Os10g0181900	10	5624721	5629308	+	4588	0	0	0	0	0	0
Os10g0182000	10	5632466	5643047	+	10582	2438	2653	2284	1106	1129	1425
Os10g0182300	10	5662961	5663918	-	958	10	8	17	6	4	2
Os10g0183000	10	5693749	5697936	-	4188	33	31	32	22	29	26
Os10g0183150	10	5694473	5696682	+	2210	0	0	0	0	0	0
Os10g0183500	10	5714516	5716299	+	1784	60	55	79	27	52	43
Os10g0183800	10	5720797	5722187	-	1391	1	0	0	0	0	0
Os10g0183900	10	5730937	5736326	+	5390	577	746	647	565	432	406
Os10g0184200	10	5759697	5762789	+	3093	86	87	103	50	64	45
Os10g0184250	10	5780661	5781054	-	394	48	58	22	35	38	37
Os10g0184300	10	5788473	5789339	+	867	931	820	778	574	778	620
Os10g0184432	10	5799171	5799390	+	220	0	0	0	0	0	0
Os10g0184871	10	5826151	5827881	+	1731	0	0	0	0	0	0
Os10g0185100	10	5841201	5843444	+	2244	24	1	5	17	15	13
Os10g0185200	10	5841585	5841893	+	309	0	0	0	0	0	0
Os10g0185400	10	5866542	5867333	-	792	24	37	10	19	34	25
Os10g0186200	10	5907417	5908148	+	732	1	13	14	0	0	0
Os10g0186600	10	5939040	5939536	-	497	0	0	0	0	0	0
Os10g0186900	10	5948834	5949528	+	695	0	0	0	0	0	0
Os10g0187366	10	5975771	5978330	-	2560	0	0	0	0	0	0
Os10g0187410	10	6017016	6017136	-	121	19	26	12	21	5	5
Os10g0187454	10	6017480	6017794	-	315	54	60	52	78	54	94
Os10g0187500	10	6018131	6019184	+	1054	483	475	516	597	457	399
Os10g0187701	10	6024884	6028718	+	3835	0	0	0	0	0	0
Os10g0188000	10	6068847	6070114	+	1268	51	58	39	43	49	56
Os10g0188100	10	6079970	6087844	-	7875	871	874	716	523	495	598
Os10g0188133	10	6080433	6083483	+	3051	0	0	0	0	0	0
Os10g0188166	10	6088525	6090873	+	2349	0	0	0	0	0	0
Os10g0188250	10	6098677	6099111	-	435	0	0	0	0	0	0
Os10g0188275	10	6103102	6109882	-	6781	326	280	222	204	179	190
Os10g0188300	10	6104501	6110244	+	5744	203	143	166	80	148	86
Os10g0188400	10	6111498	6115269	+	3772	215	312	329	120	158	121
Os10g0188900	10	6144589	6150509	+	5921	471	594	624	359	314	398
Os10g0189001	10	6158408	6161304	-	2897	0	0	0	0	0	0
Os10g0189100	10	6167200	6174593	-	7394	6485	7857	5911	3292	4160	3677
Os10g0189600	10	6208990	6214147	-	5158	258	211	150	168	168	151
Os10g0190000	10	6244562	6250840	+	6279	1405	1486	1633	1122	1114	1057
Os10g0190100	10	6252107	6254450	-	2344	3	0	0	1	1	4
Os10g0190500	10	6272649	6276597	-	3949	153	161	149	200	113	180
Os10g0190600	10	6274076	6275647	+	1572	0	0	0	0	0	0
Os10g0190800	10	6287535	6291740	+	4206	303	317	198	394	286	383
Os10g0190900	10	6295745	6301714	+	5970	35	31	45	25	13	10
Os10g0191000	10	6299888	6300329	-	442	0	0	0	0	0	0
Os10g0191100	10	6305257	6307331	-	2075	0	1	0	0	0	0
Os10g0191201	10	6354861	6356018	-	1158	17	13	6	4	5	7
Os10g0191300	10	6370102	6370799	+	698	1	13	10	0	5	4
Os10g0191600	10	6385254	6386050	-	797	0	0	0	0	0	0
